application_type,homeownership,interest_rate,loan_amount
individual,MORTGAGE,9.44,18000
individual,MORTGAGE,21.85,20000
joint,MORTGAGE,11.99,30000
individual,RENT,7.97,5000
individual,MORTGAGE,16.01,3600
individual,MORTGAGE,9.44,40000
individual,MORTGAGE,9.44,24000
joint,MORTGAGE,20.39,4000
individual,MORTGAGE,10.9,10000
individual,MORTGAGE,13.58,11000
individual,OWN,18.06,20000
individual,OWN,11.98,40000
individual,RENT,5.31,13500
individual,OWN,7.97,24000
individual,RENT,19.03,30000
individual,RENT,6.07,6000
joint,RENT,14.08,40000
individual,MORTGAGE,10.91,12000
individual,MORTGAGE,6.71,4000
joint,MORTGAGE,10.9,18000
individual,RENT,19.42,9600
individual,MORTGAGE,25.81,30000
joint,RENT,13.59,20000
individual,MORTGAGE,5.31,17575
individual,MORTGAGE,12.62,2600
individual,MORTGAGE,12.61,3500
individual,RENT,10.42,25000
individual,RENT,10.91,15000
joint,MORTGAGE,21.45,13175
individual,MORTGAGE,11.98,20000
individual,RENT,9.93,8550
individual,MORTGAGE,25.82,30750
individual,RENT,10.42,21200
joint,MORTGAGE,19.03,30000
individual,RENT,12.61,15000
individual,MORTGAGE,21.45,25975
individual,RENT,25.82,19000
individual,MORTGAGE,6.71,10000
individual,OWN,16.01,4975
individual,RENT,21.45,5550
individual,RENT,5.32,10500
individual,MORTGAGE,6.72,25000
individual,MORTGAGE,12.62,10000
individual,RENT,9.93,15000
individual,RENT,10.42,16000
individual,RENT,12.62,14000
individual,MORTGAGE,17.09,4000
individual,OWN,28.72,24000
individual,MORTGAGE,6.08,14000
individual,MORTGAGE,10.42,6500
individual,MORTGAGE,16.01,3200
individual,OWN,7.97,15000
individual,OWN,11.99,19000
individual,MORTGAGE,15.05,22000
individual,RENT,21.85,11100
individual,RENT,10.9,8000
individual,MORTGAGE,5.31,23000
individual,RENT,10.42,9000
individual,MORTGAGE,6.07,18000
individual,RENT,7.35,12000
individual,OWN,6.71,4650
individual,MORTGAGE,7.97,18000
individual,MORTGAGE,10.42,6000
individual,MORTGAGE,11.99,40000
individual,OWN,15.05,30000
individual,RENT,28.72,30000
individual,MORTGAGE,6.72,24000
joint,RENT,26.77,9100
individual,MORTGAGE,6.08,7000
individual,RENT,16.01,10000
individual,RENT,19.03,16000
individual,RENT,9.44,20000
individual,MORTGAGE,9.44,40000
individual,MORTGAGE,5.31,40000
individual,OWN,9.43,9000
individual,MORTGAGE,9.43,7800
individual,MORTGAGE,25.82,25000
individual,MORTGAGE,11.98,35000
individual,RENT,7.97,14000
individual,RENT,13.58,40000
individual,MORTGAGE,9.92,13175
individual,MORTGAGE,16.02,5600
joint,MORTGAGE,6.72,25000
joint,MORTGAGE,5.32,25000
individual,OWN,7.35,10000
individual,MORTGAGE,11.99,12500
individual,RENT,11.98,23000
individual,MORTGAGE,10.91,18000
joint,MORTGAGE,9.43,10500
individual,MORTGAGE,6.07,20000
joint,MORTGAGE,19.42,35000
individual,MORTGAGE,5.32,40000
individual,MORTGAGE,14.08,10000
joint,MORTGAGE,6.07,15000
individual,MORTGAGE,15.05,9125
individual,MORTGAGE,11.98,40000
individual,RENT,24.84,12000
individual,MORTGAGE,14.07,8300
individual,MORTGAGE,12.62,17150
individual,OWN,10.9,3000
individual,RENT,17.09,12000
individual,MORTGAGE,14.08,16000
individual,RENT,18.06,11000
joint,MORTGAGE,10.41,35000
individual,MORTGAGE,12.62,23000
individual,MORTGAGE,10.41,12675
individual,OWN,9.44,8000
individual,OWN,10.42,5500
individual,MORTGAGE,10.91,36025
individual,RENT,13.59,20000
joint,OWN,12.62,15000
individual,MORTGAGE,6.08,4500
individual,MORTGAGE,9.44,13000
individual,RENT,14.07,2800
joint,RENT,11.99,12000
individual,MORTGAGE,13.59,20000
individual,OWN,9.44,3000
individual,OWN,7.96,18200
individual,RENT,6.72,10000
joint,MORTGAGE,12.62,16225
joint,MORTGAGE,10.9,3000
individual,RENT,7.34,6000
individual,MORTGAGE,18.06,15000
individual,MORTGAGE,21.45,12000
individual,OWN,6.71,18450
individual,RENT,9.93,5000
joint,MORTGAGE,7.34,16600
individual,RENT,11.99,5000
individual,OWN,9.43,6000
individual,RENT,10.91,10500
individual,OWN,9.92,5000
individual,MORTGAGE,10.41,9000
individual,MORTGAGE,7.34,30000
individual,OWN,11.99,10000
individual,RENT,9.93,8000
individual,RENT,9.93,13000
individual,RENT,17.09,2000
individual,MORTGAGE,6.72,8000
joint,MORTGAGE,6.72,12000
individual,RENT,13.58,14300
individual,MORTGAGE,6.72,12000
joint,MORTGAGE,11.98,20000
joint,MORTGAGE,6.08,2200
individual,MORTGAGE,19.03,35000
joint,MORTGAGE,24.85,17500
individual,MORTGAGE,14.08,3500
individual,RENT,20.39,12000
individual,RENT,10.42,20000
individual,MORTGAGE,10.41,40000
joint,OWN,7.96,25000
individual,MORTGAGE,19.03,35000
individual,MORTGAGE,19.42,25000
individual,MORTGAGE,9.93,3000
individual,RENT,13.58,10000
individual,RENT,10.9,20000
individual,MORTGAGE,7.96,37025
joint,MORTGAGE,10.42,14900
individual,RENT,20.0,21075
joint,MORTGAGE,19.03,20000
individual,RENT,14.07,20000
individual,MORTGAGE,6.08,5000
individual,MORTGAGE,7.97,10000
individual,RENT,23.88,25000
individual,MORTGAGE,10.42,18000
individual,RENT,7.35,12000
individual,MORTGAGE,14.08,5000
individual,OWN,7.35,4800
individual,MORTGAGE,7.35,4900
individual,RENT,13.58,19000
individual,MORTGAGE,16.02,35000
joint,MORTGAGE,25.81,29800
individual,RENT,15.04,5000
individual,OWN,10.42,35000
individual,MORTGAGE,13.59,6000
individual,RENT,14.08,15000
individual,MORTGAGE,6.72,8000
joint,MORTGAGE,20.0,8000
individual,RENT,9.93,18000
individual,MORTGAGE,7.35,35000
joint,MORTGAGE,10.42,15000
joint,MORTGAGE,11.99,30000
joint,MORTGAGE,9.93,35000
individual,RENT,11.99,11500
individual,RENT,10.91,20000
individual,RENT,7.97,9000
individual,RENT,10.9,15000
individual,MORTGAGE,6.08,10000
individual,RENT,19.42,4000
individual,MORTGAGE,13.59,24000
individual,OWN,17.09,7000
individual,OWN,14.07,8000
individual,OWN,20.0,29975
individual,RENT,19.03,1200
individual,MORTGAGE,9.92,20000
joint,OWN,6.07,15000
individual,MORTGAGE,18.45,10000
individual,RENT,7.35,15000
individual,MORTGAGE,7.96,20000
individual,RENT,14.08,30000
individual,MORTGAGE,6.08,8000
individual,MORTGAGE,10.42,12000
joint,MORTGAGE,6.07,10000
individual,MORTGAGE,10.91,11000
individual,RENT,9.92,10000
joint,MORTGAGE,6.08,7000
individual,RENT,9.43,20000
individual,RENT,7.35,30000
individual,RENT,12.61,17500
joint,MORTGAGE,9.93,16000
individual,RENT,15.05,40000
joint,MORTGAGE,13.59,40000
individual,RENT,20.39,5000
individual,RENT,11.98,12000
individual,OWN,15.05,3000
individual,RENT,10.42,4800
individual,RENT,9.93,1550
individual,OWN,20.0,20000
individual,MORTGAGE,11.99,16000
individual,MORTGAGE,14.08,26600
individual,RENT,6.71,4000
individual,RENT,7.97,10000
joint,RENT,14.07,30000
individual,MORTGAGE,5.32,16000
joint,MORTGAGE,17.09,28000
individual,RENT,7.34,20000
joint,MORTGAGE,17.09,12000
individual,MORTGAGE,12.62,25000
individual,MORTGAGE,28.72,28000
individual,OWN,14.08,12000
joint,MORTGAGE,7.35,16550
joint,MORTGAGE,24.84,17600
individual,RENT,25.82,24000
individual,RENT,9.43,5300
individual,OWN,15.05,10000
joint,MORTGAGE,9.92,11000
individual,MORTGAGE,10.42,7500
individual,MORTGAGE,6.72,15000
individual,MORTGAGE,9.92,26275
individual,OWN,12.62,12000
individual,MORTGAGE,19.42,16000
individual,RENT,10.91,10000
individual,OWN,18.45,20000
individual,MORTGAGE,9.44,24000
individual,MORTGAGE,5.31,18000
individual,MORTGAGE,7.34,10000
individual,MORTGAGE,29.69,13500
individual,RENT,16.02,1000
individual,MORTGAGE,6.72,19000
individual,MORTGAGE,25.81,35000
individual,RENT,5.32,11200
individual,MORTGAGE,20.39,28000
individual,MORTGAGE,19.42,10000
individual,OWN,13.59,35000
individual,MORTGAGE,10.91,26000
joint,MORTGAGE,6.71,8000
individual,MORTGAGE,7.34,15000
individual,MORTGAGE,7.96,16000
individual,MORTGAGE,5.31,15000
joint,MORTGAGE,6.72,6000
individual,OWN,6.08,15000
individual,MORTGAGE,18.45,10000
individual,MORTGAGE,13.59,15000
individual,MORTGAGE,10.42,20000
individual,MORTGAGE,9.44,16000
joint,MORTGAGE,9.93,15000
individual,RENT,7.34,6300
joint,MORTGAGE,17.09,32000
individual,MORTGAGE,9.43,30000
individual,RENT,7.97,11000
individual,MORTGAGE,6.08,20000
individual,RENT,10.41,2500
joint,MORTGAGE,17.09,18000
individual,MORTGAGE,10.42,3500
individual,MORTGAGE,10.9,15000
joint,MORTGAGE,7.34,38000
individual,MORTGAGE,9.93,31200
individual,MORTGAGE,16.02,28000
individual,MORTGAGE,9.92,14000
individual,MORTGAGE,11.98,7200
individual,MORTGAGE,6.08,40000
individual,RENT,5.32,22000
individual,MORTGAGE,9.93,36000
individual,MORTGAGE,13.59,30000
individual,RENT,9.44,20000
individual,RENT,10.91,8000
individual,OWN,9.93,15850
individual,RENT,21.85,16000
joint,MORTGAGE,21.85,13425
individual,RENT,10.91,14000
individual,RENT,13.59,32000
individual,OWN,12.61,20000
individual,MORTGAGE,12.62,20000
individual,OWN,16.02,3000
individual,RENT,10.42,5000
individual,RENT,20.0,4800
individual,RENT,13.58,7225
individual,RENT,12.61,15000
individual,RENT,6.08,10000
individual,MORTGAGE,13.58,2400
individual,OWN,7.96,8000
individual,MORTGAGE,11.99,20000
individual,RENT,16.01,8000
individual,MORTGAGE,6.72,24000
individual,RENT,17.09,16000
individual,RENT,14.08,30000
individual,MORTGAGE,7.34,20000
individual,OWN,7.97,4900
individual,RENT,6.72,9000
individual,RENT,15.04,21000
joint,OWN,7.96,5625
individual,RENT,6.08,10000
individual,MORTGAGE,6.08,5000
individual,MORTGAGE,18.45,22875
individual,OWN,7.97,20000
individual,RENT,9.44,24000
individual,RENT,13.58,21125
joint,MORTGAGE,10.42,10000
individual,RENT,7.35,6000
individual,MORTGAGE,10.91,10000
individual,OWN,7.97,24000
individual,OWN,10.41,25000
individual,RENT,21.45,15000
individual,RENT,5.32,15000
individual,MORTGAGE,15.05,14000
individual,RENT,18.45,13200
individual,RENT,12.61,35000
individual,MORTGAGE,21.45,20000
joint,OWN,9.44,12000
individual,MORTGAGE,6.07,18000
individual,MORTGAGE,16.02,11500
individual,RENT,7.34,6000
individual,MORTGAGE,7.96,28000
individual,MORTGAGE,13.58,21675
individual,OWN,9.93,5000
individual,RENT,13.59,13000
individual,RENT,10.41,8800
individual,MORTGAGE,10.41,10000
individual,RENT,21.85,30000
individual,MORTGAGE,9.93,24000
individual,RENT,11.98,7200
individual,RENT,9.44,6000
individual,RENT,6.08,2000
individual,OWN,7.35,20000
individual,MORTGAGE,17.09,2000
joint,RENT,19.03,6000
individual,RENT,15.05,10000
individual,RENT,10.42,4000
individual,RENT,7.96,6000
joint,MORTGAGE,15.05,30000
individual,MORTGAGE,7.97,40000
individual,OWN,13.58,9000
individual,RENT,9.43,9000
individual,RENT,19.03,4200
individual,OWN,9.44,7000
individual,RENT,11.99,6000
joint,MORTGAGE,10.41,6700
individual,RENT,9.92,1000
individual,RENT,7.97,15000
individual,OWN,9.43,18000
individual,RENT,6.72,4000
individual,RENT,15.04,10000
individual,MORTGAGE,9.44,12000
individual,MORTGAGE,10.91,16800
individual,RENT,16.01,15000
individual,MORTGAGE,10.41,23525
individual,RENT,16.01,30025
individual,MORTGAGE,16.02,29175
individual,MORTGAGE,14.08,4725
joint,RENT,20.0,10000
individual,RENT,7.34,7200
individual,MORTGAGE,7.97,5000
individual,MORTGAGE,6.08,40000
individual,OWN,9.43,24000
individual,RENT,11.99,20000
individual,MORTGAGE,15.05,25000
joint,RENT,11.99,25000
individual,MORTGAGE,20.0,15000
individual,OWN,7.35,16000
individual,MORTGAGE,9.43,20000
individual,MORTGAGE,11.99,15000
individual,MORTGAGE,18.45,7500
individual,OWN,15.05,3000
individual,MORTGAGE,9.43,2500
individual,RENT,9.93,10000
individual,RENT,13.59,15600
individual,MORTGAGE,5.32,8000
individual,RENT,16.02,10000
individual,RENT,10.41,8000
individual,RENT,10.42,10000
joint,MORTGAGE,12.62,24000
individual,OWN,7.35,10800
joint,MORTGAGE,9.93,18000
individual,MORTGAGE,11.99,14400
joint,MORTGAGE,13.58,16800
individual,MORTGAGE,5.31,10000
individual,RENT,11.99,12000
individual,RENT,25.82,6000
individual,RENT,11.98,16000
individual,MORTGAGE,5.31,15000
individual,RENT,15.05,16000
joint,MORTGAGE,10.42,28000
individual,MORTGAGE,9.92,30000
individual,RENT,10.42,40000
individual,RENT,12.62,15000
individual,OWN,6.71,25000
individual,MORTGAGE,10.91,7200
individual,RENT,11.99,16800
joint,MORTGAGE,19.03,8000
individual,RENT,13.59,8000
individual,MORTGAGE,6.71,2000
individual,RENT,16.01,6025
individual,MORTGAGE,15.05,10000
individual,RENT,23.88,30000
individual,MORTGAGE,12.61,10000
individual,RENT,22.9,2400
individual,RENT,12.62,32000
individual,RENT,18.45,16000
joint,MORTGAGE,12.62,40000
joint,MORTGAGE,11.99,1500
individual,MORTGAGE,18.06,1000
joint,MORTGAGE,6.72,26000
individual,RENT,17.47,15000
individual,MORTGAGE,6.08,10000
individual,RENT,16.02,23200
individual,MORTGAGE,6.07,38225
individual,RENT,10.42,7500
individual,RENT,20.0,35000
individual,MORTGAGE,5.32,11200
individual,RENT,20.0,12000
individual,MORTGAGE,9.93,13000
individual,RENT,21.45,5000
individual,OWN,11.99,33875
individual,MORTGAGE,14.07,10000
individual,RENT,12.61,4000
individual,MORTGAGE,10.9,7000
individual,MORTGAGE,10.91,40000
individual,MORTGAGE,11.98,15800
individual,MORTGAGE,20.0,30000
individual,MORTGAGE,21.45,18000
individual,MORTGAGE,5.31,6000
individual,MORTGAGE,20.0,8000
individual,MORTGAGE,9.43,12000
individual,RENT,14.08,15000
individual,OWN,5.31,3000
individual,RENT,11.99,7400
individual,MORTGAGE,9.92,12000
individual,MORTGAGE,7.96,25000
individual,MORTGAGE,6.72,32000
individual,RENT,14.07,6300
individual,RENT,20.39,25000
individual,RENT,5.31,3000
individual,MORTGAGE,6.08,10000
individual,MORTGAGE,12.61,6000
individual,RENT,9.93,11000
individual,MORTGAGE,6.08,18500
individual,MORTGAGE,9.44,30000
joint,MORTGAGE,7.97,24000
individual,OWN,10.91,5000
individual,MORTGAGE,13.58,15000
individual,MORTGAGE,20.0,16800
individual,MORTGAGE,7.97,18000
individual,RENT,9.44,5000
individual,RENT,6.72,12500
individual,OWN,7.35,3300
individual,OWN,6.08,8000
individual,MORTGAGE,21.45,7000
individual,RENT,13.59,16000
individual,MORTGAGE,9.92,18000
individual,MORTGAGE,9.93,28550
individual,OWN,16.02,10000
individual,RENT,14.07,4000
individual,RENT,16.01,17000
individual,MORTGAGE,10.91,18000
joint,RENT,5.32,37000
individual,MORTGAGE,6.72,6400
individual,RENT,21.45,12000
individual,RENT,7.96,15000
individual,RENT,10.42,30000
individual,RENT,19.03,7000
joint,OWN,17.09,40000
individual,RENT,18.06,32000
individual,MORTGAGE,10.9,10000
individual,MORTGAGE,16.02,13600
individual,MORTGAGE,7.35,8000
individual,MORTGAGE,7.35,40000
individual,MORTGAGE,19.03,12000
individual,OWN,14.08,20000
individual,MORTGAGE,15.04,28000
individual,MORTGAGE,14.08,12000
individual,RENT,14.08,13150
individual,OWN,12.61,5000
joint,OWN,15.04,5000
individual,MORTGAGE,7.35,18000
individual,MORTGAGE,12.61,12000
joint,MORTGAGE,7.96,14000
individual,MORTGAGE,12.61,35000
individual,OWN,13.59,10000
individual,MORTGAGE,14.08,34800
individual,OWN,9.44,15350
individual,MORTGAGE,13.58,10000
joint,MORTGAGE,12.61,25000
individual,RENT,5.32,16800
individual,MORTGAGE,16.02,16000
individual,RENT,17.09,30000
individual,MORTGAGE,7.35,24000
individual,MORTGAGE,9.92,21000
individual,MORTGAGE,9.93,18000
individual,RENT,9.92,26400
individual,OWN,9.44,5000
individual,MORTGAGE,9.44,12000
individual,RENT,20.0,35000
individual,OWN,17.09,30000
individual,OWN,12.61,28000
individual,MORTGAGE,20.0,15000
joint,MORTGAGE,16.02,14400
individual,OWN,10.9,28675
individual,OWN,15.04,5000
individual,MORTGAGE,10.42,10000
individual,MORTGAGE,6.08,15000
joint,OWN,12.62,10000
individual,OWN,10.9,25000
individual,RENT,13.59,18000
individual,MORTGAGE,11.99,15000
joint,MORTGAGE,19.42,29825
individual,RENT,16.01,12000
individual,RENT,10.41,6000
individual,RENT,7.97,6800
joint,MORTGAGE,10.42,6000
individual,OWN,11.98,6000
individual,RENT,10.42,10000
joint,RENT,12.61,18000
individual,RENT,26.3,25000
individual,RENT,7.97,13000
individual,OWN,7.97,20000
individual,OWN,9.93,15000
individual,MORTGAGE,10.9,10000
individual,MORTGAGE,9.93,2000
individual,OWN,11.98,5000
individual,MORTGAGE,18.45,24000
individual,MORTGAGE,9.93,25000
individual,RENT,5.32,7500
individual,MORTGAGE,6.08,35000
joint,MORTGAGE,9.93,40000
individual,RENT,28.72,35000
individual,MORTGAGE,9.43,19200
individual,RENT,14.08,30000
individual,RENT,13.59,35000
individual,RENT,13.59,32000
individual,RENT,11.99,8000
individual,RENT,7.35,4000
individual,MORTGAGE,6.72,16000
individual,OWN,9.44,10000
individual,RENT,10.42,4000
joint,OWN,11.99,32500
individual,MORTGAGE,10.42,21000
joint,MORTGAGE,10.91,16000
individual,RENT,9.43,10400
individual,MORTGAGE,7.96,28000
individual,RENT,20.39,10800
individual,MORTGAGE,6.72,7200
individual,OWN,17.47,10000
individual,MORTGAGE,7.97,12000
joint,RENT,6.71,31675
individual,OWN,9.93,20000
joint,OWN,12.61,12000
individual,RENT,12.61,10000
individual,MORTGAGE,11.99,15000
individual,RENT,10.41,10000
individual,MORTGAGE,7.97,8000
individual,MORTGAGE,10.42,27650
individual,MORTGAGE,14.08,35000
individual,RENT,13.59,4500
individual,MORTGAGE,22.91,8000
individual,MORTGAGE,6.72,8000
individual,MORTGAGE,18.06,5000
individual,RENT,12.61,40000
individual,RENT,22.9,10000
individual,RENT,14.08,8000
individual,RENT,20.0,21000
individual,MORTGAGE,18.06,30000
joint,MORTGAGE,16.01,4800
individual,RENT,25.82,12000
individual,MORTGAGE,12.62,19225
individual,MORTGAGE,15.05,16000
individual,MORTGAGE,19.42,10000
individual,RENT,18.06,5125
individual,OWN,17.09,35000
individual,MORTGAGE,6.72,5000
individual,OWN,15.04,16500
individual,MORTGAGE,6.71,40000
joint,RENT,10.9,36975
individual,RENT,19.03,1450
individual,OWN,11.98,5500
individual,MORTGAGE,11.99,17300
individual,RENT,12.61,6025
joint,MORTGAGE,7.35,40000
individual,MORTGAGE,7.96,4000
individual,RENT,9.92,21000
joint,MORTGAGE,12.61,23000
individual,MORTGAGE,12.61,18000
individual,MORTGAGE,18.06,30000
individual,RENT,9.92,6000
individual,MORTGAGE,10.41,25000
individual,MORTGAGE,6.08,15000
individual,RENT,13.58,10000
individual,RENT,10.42,7000
individual,RENT,10.9,10000
individual,RENT,6.07,2000
individual,MORTGAGE,10.41,15000
individual,OWN,20.0,30000
individual,MORTGAGE,6.08,20800
joint,MORTGAGE,10.42,40000
individual,RENT,7.96,7000
joint,OWN,20.39,5750
individual,MORTGAGE,16.02,20000
individual,MORTGAGE,10.42,10000
individual,MORTGAGE,15.04,30000
individual,MORTGAGE,19.42,30000
joint,MORTGAGE,7.96,18000
individual,RENT,13.58,40000
individual,OWN,9.43,30000
individual,RENT,16.01,25600
individual,RENT,9.92,32000
joint,MORTGAGE,11.98,10000
individual,MORTGAGE,9.43,40000
individual,MORTGAGE,12.62,10000
individual,MORTGAGE,11.99,29150
individual,MORTGAGE,6.07,10000
joint,MORTGAGE,16.02,30000
individual,MORTGAGE,12.62,15000
individual,MORTGAGE,9.92,16000
individual,RENT,18.45,4400
individual,MORTGAGE,20.39,35000
individual,RENT,21.45,4900
joint,MORTGAGE,6.72,10000
individual,RENT,9.92,10000
joint,MORTGAGE,5.32,30000
individual,RENT,11.99,20000
individual,MORTGAGE,12.61,28000
individual,OWN,14.07,19200
individual,OWN,5.32,10000
individual,MORTGAGE,6.08,35000
individual,RENT,7.97,4200
individual,RENT,18.45,1000
individual,MORTGAGE,6.08,14500
joint,OWN,14.08,40000
individual,OWN,10.91,4000
individual,OWN,10.9,12800
individual,MORTGAGE,9.93,40000
individual,MORTGAGE,5.31,10000
individual,MORTGAGE,10.9,35000
individual,MORTGAGE,9.93,10500
individual,RENT,21.85,8400
individual,MORTGAGE,10.91,6000
individual,RENT,11.98,20000
individual,OWN,12.62,15000
individual,RENT,10.42,10000
individual,MORTGAGE,20.39,7000
individual,MORTGAGE,13.58,17650
individual,RENT,13.59,20000
joint,MORTGAGE,19.03,15050
individual,OWN,10.91,26000
individual,RENT,7.96,5000
individual,RENT,10.41,25000
joint,MORTGAGE,14.08,27000
individual,MORTGAGE,9.93,40000
individual,OWN,21.45,30000
individual,MORTGAGE,14.08,20000
individual,OWN,13.59,40000
individual,RENT,16.01,4800
individual,MORTGAGE,15.05,40000
joint,RENT,11.98,40000
individual,OWN,13.59,20000
individual,MORTGAGE,12.62,5600
individual,OWN,7.97,10000
individual,MORTGAGE,18.45,26000
individual,RENT,13.58,14000
joint,MORTGAGE,14.08,20000
individual,MORTGAGE,10.41,35000
individual,OWN,14.08,25000
individual,RENT,15.04,6000
joint,MORTGAGE,18.06,16000
joint,RENT,24.84,25000
individual,MORTGAGE,16.02,8700
joint,RENT,12.61,19200
individual,MORTGAGE,5.32,30000
individual,RENT,13.59,16000
individual,OWN,9.44,13500
individual,MORTGAGE,7.34,30000
joint,RENT,6.08,7000
individual,RENT,14.07,10000
individual,RENT,15.05,4200
individual,MORTGAGE,19.42,18000
individual,MORTGAGE,6.72,16000
individual,RENT,15.05,10000
individual,MORTGAGE,24.85,20000
individual,MORTGAGE,5.32,25000
individual,MORTGAGE,21.45,7000
individual,MORTGAGE,16.02,16000
individual,RENT,21.45,20000
individual,RENT,18.06,15000
individual,OWN,6.07,4200
individual,RENT,5.32,9600
individual,RENT,12.62,6300
joint,MORTGAGE,10.42,40000
individual,RENT,13.58,19000
individual,MORTGAGE,10.9,20000
individual,MORTGAGE,14.08,11000
individual,MORTGAGE,20.0,24000
individual,RENT,9.92,35000
